"site","codeG","codeE","nat","age","sexe","etb","fil_other","niv_etd","note_ADM","ADM_S_acceuil","ADM_P_acceuil","ADM_P_acceuil.A","ADM_P_acceuil.B","ADM_P_acceuil.C","ADM_P_acceuil.D","ADM_P_acceuil.E","ADM_P_acceuil.F","ADM_S_inscription","ADM_P_inscription","ADM_P_inscription.A","ADM_P_inscription.B","ADM_P_inscription.C","ADM_P_inscription.D","ADM_P_inscription.E","ADM_P_inscription.F","ADM_S_documents","ADM_P_documents","ADM_P_documents.A","ADM_P_documents.B","ADM_P_documents.C","ADM_P_documents.D","ADM_P_documents.E","ADM_P_documents.F","ADM_S_informations","ADM_P_informations","ADM_P_informations.A","ADM_P_informations.B","ADM_P_informations.C","ADM_P_informations.D","ADM_P_informations.E","ADM_P_informations.F","ADM_S_securite","ADM_P_securite","ADM_P_securite.A","ADM_P_securite.B","ADM_P_securite.C","ADM_P_securite.D","ADM_P_securite.E","ADM_P_securite.F","note_PED","PED_S_filieres","PED_P_filieres","PED_P_filieres.A","PED_P_filieres.B","PED_P_filieres.C","PED_P_filieres.D","PED_P_filieres.E","PED_P_filieres.F","PED_S_formation","PED_P_formation","PED_P_formation.A","PED_P_formation.B","PED_P_formation.C","PED_P_formation.D","PED_P_formation.E","PED_P_formation.F","PED_S_stages","PED_P_stages","PED_P_stages.A","PED_P_stages.B","PED_P_stages.C","PED_P_stages.D","PED_P_stages.E","PED_P_stages.F","PED_S_reclamations","PED_P_reclamations","PED_P_reclamations.A","PED_P_reclamations.B","PED_P_reclamations.C","PED_P_reclamations.D","PED_P_reclamations.E","PED_P_reclamations.F","PED_S_bibliotheque","PED_P_bibliotheque","PED_P_bibliotheque.A","PED_P_bibliotheque.B","PED_P_bibliotheque.C","PED_P_bibliotheque.D","PED_P_bibliotheque.E","PED_P_bibliotheque.F","note_PED_001","SOC_S_logement","SOC_P_logement","SOC_P_logement.A","SOC_P_logement.B","SOC_P_logement.C","SOC_P_logement.D","SOC_P_logement.E","SOC_P_logement.F","SOC_S_sante","SOC_P_sante","SOC_P_sante.A","SOC_P_sante.B","SOC_P_sante.C","SOC_P_sante.D","SOC_P_sante.E","SOC_P_sante.F","SOC_S_restau","SOC_P_restau","SOC_P_restau.A","SOC_P_restau.B","SOC_P_restau.C","SOC_P_restau.D","SOC_P_restau.E","SOC_P_restau.F","SOC_S_sportcult","SOC_P_sportcult","SOC_P_sportcult.A","SOC_P_sportcult.B","SOC_P_sportcult.C","SOC_P_sportcult.D","SOC_P_sportcult.E","SOC_P_sportcult.F","note_INF","INF_S_internet","INF_P_internet","INF_P_internet.A","INF_P_internet.B","INF_P_internet.C","INF_P_internet.D","INF_P_internet.E","INF_P_internet.F","INF_S_mobilier","INF_P_mobilier","INF_P_mobilier.A","INF_P_mobilier.B","INF_P_mobilier.C","INF_P_mobilier.D","INF_P_mobilier.E","INF_P_mobilier.F","INF_S_informatiq","INF_P_informatiq","INF_P_informatiq.A","INF_P_informatiq.B","INF_P_informatiq.C","INF_P_informatiq.D","INF_P_informatiq.E","INF_P_informatiq.F","INF_S_immobilier","INF_P_immobilier","INF_P_immobilier.A","INF_P_immobilier.B","INF_P_immobilier.C","INF_P_immobilier.D","INF_P_immobilier.E","INF_P_immobilier.F","commentaires","Conclusion","Nu_Terminal","DateAuto","hd","hf","X_id","X_uuid","X_submission_time","X_validation_status","X_notes","X_status","X_submitted_by","X__version__","X_tags"
1,"C",28,"0",22,"F","IDR",NA,"M",NA,4,"A C",1,0,1,0,0,0,4,"C",0,0,1,0,0,0,4,"A B",1,1,0,0,0,0,2,"A C D F",1,0,1,1,0,1,1,"B C D F",0,1,1,0,0,1,NA,2,"F",1,0,0,0,0,1,4,"A B C F",1,1,1,0,0,1,2,"A B C D",1,1,1,1,0,0,8,"",0,NA,NA,NA,NA,NA,4,"A B C",1,1,1,0,0,0,NA,8,"",NA,NA,0,NA,NA,NA,4,"",NA,NA,NA,NA,NA,NA,1,"",0,NA,NA,NA,1,NA,8,"",NA,NA,NA,NA,NA,NA,NA,4,"A B C E F",1,1,1,0,1,1,2,"D",0,0,0,1,0,0,8,"",NA,0,0,NA,NA,0,2,"D E",0,0,0,1,1,0,"",NA,NA,"","","",434992619,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","abdrafith","vsCWJfdBXZcmNYj3qFjRMJ",NA
5,"C",28,"0",23,"F","IDR",NA,"M",NA,3,"C",0,0,1,0,0,0,4,"A C D E F",1,0,1,1,1,1,4,"C E F",0,0,1,0,1,1,3,"D E",0,0,0,1,1,0,2,"B F",0,1,0,0,0,1,NA,4,"D E F",1,0,0,1,0,1,4,"A C F",1,0,1,0,0,1,4,"A B C D",1,1,1,1,0,0,2,"D E F",0,0,0,1,1,1,4,"C D E F",0,0,1,1,1,1,NA,3,"B D",0,1,0,1,0,0,4,"",NA,NA,NA,NA,NA,NA,1,"",0,NA,NA,NA,1,NA,8,"",NA,NA,NA,NA,NA,NA,NA,4,"B C F",0,1,1,0,0,1,2,"D",0,0,0,1,0,0,1,"",NA,0,0,NA,NA,0,3,"D E",0,0,0,1,1,0,"Améliorer",NA,NA,"","","",434999994,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","abdrafith","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",20,"0",25,"F","SVT",NA,"L",NA,2,"",NA,NA,NA,NA,NA,NA,4,"C D",0,0,1,1,0,0,2,"F",0,0,0,0,0,1,4,"C E",0,0,1,0,1,0,2,"B F",0,1,0,0,0,1,NA,4,"",1,NA,NA,NA,0,NA,2,"C E",1,0,1,0,1,0,8,"",NA,NA,NA,NA,0,0,4,"D",0,0,0,1,0,0,8,"",NA,NA,NA,NA,NA,NA,NA,2,"B",0,1,0,0,0,0,8,"",NA,NA,NA,NA,NA,NA,2,"C E F",0,0,1,0,1,1,8,"",NA,NA,NA,NA,NA,NA,NA,4,"C D E F",0,0,1,1,1,1,4,"A C",1,0,1,0,0,0,2,"E",0,0,0,0,1,0,2,"D E",0,0,0,1,1,0,"",NA,NA,"","","",435000322,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","zeid_odg","vsCWJfdBXZcmNYj3qFjRMJ",NA
1,"C",18,"0",25,"F","IDR",NA,"M",NA,4,"A B C F E D",1,1,1,1,1,1,4,"B C D E F",0,1,1,1,1,1,4,"A B C D F",1,1,1,1,0,1,4,"E",0,0,0,0,1,0,3,"B",0,1,0,0,0,0,NA,4,"D E F",1,0,0,1,0,1,4,"A B",1,1,0,0,0,0,3,"D E F",0,0,0,1,0,0,3,"C E",0,0,1,0,1,0,4,"B C D F",0,1,1,1,0,1,NA,4,"B D",0,1,0,1,0,0,3,"B",0,1,0,0,0,0,4,"D E",0,0,0,1,1,0,4,"A B C D E F",1,1,1,1,1,1,NA,3,"D E F",0,0,0,1,1,1,3,"C",0,0,1,0,0,0,8,"",NA,0,0,NA,NA,0,3,"C D E",0,0,1,1,1,0,"Certains étudiants rencontrent un problème  avec le wifi donc si on peut revoir ce côté. Ensuite le wifi en cité n’est toujours pas opérationnel. ",NA,NA,"","","",435007555,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","benitokone","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",20,"0",27,"M","IDR",NA,"M",NA,2,"B",0,1,0,0,0,0,4,"B D E F",0,1,1,1,1,1,2,"B",0,1,0,0,0,0,4,"A B C E F",1,1,1,0,1,1,3,"D F",0,1,0,0,0,1,NA,4,"D E F",1,0,0,1,0,1,3,"A",1,0,0,0,0,0,2,"B",0,1,0,0,0,0,8,"",0,NA,NA,NA,NA,NA,8,"",NA,NA,NA,NA,NA,NA,NA,8,"",NA,NA,0,NA,NA,NA,2,"",NA,NA,NA,NA,NA,NA,2,"",0,NA,NA,NA,1,NA,3,"B",0,1,0,0,0,0,NA,4,"B F",0,1,0,0,0,1,3,"",NA,NA,NA,NA,NA,NA,2,"",NA,0,0,NA,NA,0,3,"B E",0,1,0,0,1,0,"",NA,NA,"","","",435010977,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","zeid_odg","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",20,"0",27,"M","IDR",NA,"M",NA,4,"",NA,NA,NA,NA,NA,NA,4,"D",0,0,1,1,0,0,2,"D F",0,0,0,1,0,1,4,"C D E F",0,0,1,1,1,1,3,"B",0,1,0,0,0,0,NA,3,"A B C D E F",1,1,1,1,0,1,5,"A C E",1,0,1,0,1,0,2,"",NA,NA,NA,NA,0,0,8,"",0,NA,NA,NA,NA,NA,4,"C D",0,0,1,1,0,0,NA,8,"",NA,NA,0,NA,NA,NA,4,"",NA,NA,NA,NA,NA,NA,4,"A B C D E F",0,1,1,1,1,1,8,"",NA,NA,NA,NA,NA,NA,NA,4,"A B D E F",1,1,0,1,1,1,4,"A B",1,1,0,0,0,0,2,"E",0,0,0,0,1,0,4,"D E",0,0,0,1,1,0,"Revoir le délai de délivrance des documents",NA,NA,"","","",435022932,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","zeid_odg","vsCWJfdBXZcmNYj3qFjRMJ",NA
6,"C",28,"0",22,"F","IDR",NA,"M",NA,4,"",NA,NA,NA,NA,NA,NA,4,"C D E F",0,0,1,1,1,1,4,"A F",1,0,0,0,0,1,2,"E",0,0,0,0,1,0,2,"B C F",0,1,1,0,0,1,NA,4,"E",1,0,0,0,0,0,4,"A B C F",1,1,1,0,0,1,8,"",NA,NA,NA,NA,0,0,2,"D E",0,0,0,1,1,0,4,"",NA,NA,NA,NA,NA,NA,NA,2,"",NA,NA,0,NA,NA,NA,8,"",NA,NA,NA,NA,NA,NA,8,"",0,NA,NA,NA,1,NA,8,"",NA,NA,NA,NA,NA,NA,NA,2,"D F",0,0,0,1,0,1,2,"",NA,NA,NA,NA,NA,NA,8,"",NA,0,0,NA,NA,0,2,"E",0,0,0,0,1,0,"",NA,NA,"","","",435024164,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","abdrafith","vsCWJfdBXZcmNYj3qFjRMJ",NA
1,"C",18,"0",28,"M","IDR",NA,"L",NA,4,"A B C D",1,1,1,1,0,0,4,"B C D E F",0,1,1,1,1,1,1,"E F",0,0,0,0,1,1,4,"A B D E",1,1,0,1,1,0,2,"B C F",0,1,1,0,0,1,NA,2,"A D E F",1,0,0,1,0,1,2,"A B C D F",1,1,1,0,0,1,8,"",NA,NA,NA,NA,0,0,2,"D F",0,0,0,1,0,1,4,"A B C D",1,1,1,1,0,0,NA,2,"E",0,0,0,0,1,0,2,"B",0,1,0,0,0,0,2,"C D",0,0,1,1,1,0,2,"A B C E F",1,1,1,0,1,1,NA,3,"B C E F",0,1,1,0,1,1,2,"D",0,0,0,1,0,0,8,"",NA,0,0,NA,NA,0,2,"D E",0,0,0,1,1,0,"Amélioration du RU, santé,  infrastructures, plus valoriser la culture, plus de pratiques que de théorie, créer plus de filières adaptées aux réalités ",NA,NA,"","","",435028508,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","benitokone","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",20,"0",23,"F","SEA",NA,"M",NA,4,"C",0,0,1,0,0,0,4,"D",0,0,1,1,0,0,2,"D E F",0,0,0,1,1,1,3,"B C D E F",0,1,1,1,1,1,4,"B F",0,1,0,0,0,1,NA,5,"A B C D E F",1,1,1,1,0,1,5,"A B C E",1,1,1,0,1,0,2,"B",0,1,0,0,0,0,8,"",0,NA,NA,NA,NA,NA,4,"C D",0,0,1,1,0,0,NA,8,"",NA,NA,0,NA,NA,NA,4,"A B C E F",1,1,1,0,1,1,4,"A B C D E F",0,1,1,1,1,1,8,"",NA,NA,NA,NA,NA,NA,NA,4,"A B D E F",1,1,0,1,1,1,3,"",NA,NA,NA,NA,NA,NA,4,"",NA,0,0,NA,NA,0,2,"D E",0,0,0,1,1,0,"Renforcer la sécurité, revoir la gestion des stages",NA,NA,"","","",435030925,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","zeid_odg","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",20,"0",22,"F","SVT",NA,"D",NA,4,"A B C F",1,1,1,0,0,1,4,"A C D E",1,0,1,1,1,0,2,"",NA,NA,NA,NA,NA,NA,4,"A B C D E",1,1,1,1,1,0,3,"B F",0,1,0,0,0,1,NA,5,"A B C D E F",1,1,1,1,0,1,5,"A B C E",1,1,1,0,1,0,4,"A B C",1,1,1,0,0,0,3,"E F",0,0,0,0,1,1,4,"A C D",1,0,1,1,0,0,NA,8,"",NA,NA,0,NA,NA,NA,8,"",NA,NA,NA,NA,NA,NA,8,"",0,NA,NA,NA,1,NA,4,"C D",0,0,1,1,0,0,NA,4,"A B D E F",1,1,0,1,1,1,2,"",NA,NA,NA,NA,NA,NA,8,"",NA,0,0,NA,NA,0,2,"E",0,0,0,0,1,0,"Revoir l’orientation des bacheliers pour ne pas les obliger  faire une filière malgré eux",NA,NA,"","","",435043716,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","zeid_odg","vsCWJfdBXZcmNYj3qFjRMJ",NA
2,"A",6,"0",21,"M","SJPEG",NA,"L",NA,2,"D",0,0,0,1,0,0,4,"C D",0,0,1,1,0,0,3,"D F",0,0,0,1,0,1,3,"E",0,0,0,0,1,0,2,"",0,1,NA,0,0,NA,NA,2,"",1,NA,NA,NA,0,NA,4,"",1,NA,NA,0,NA,NA,8,"",NA,NA,NA,NA,0,0,8,"",0,NA,NA,NA,NA,NA,8,"",NA,NA,NA,NA,NA,NA,NA,8,"",NA,NA,0,NA,NA,NA,8,"",NA,NA,NA,NA,NA,NA,1,"",0,NA,NA,NA,1,NA,8,"",NA,NA,NA,NA,NA,NA,NA,3,"",NA,NA,NA,NA,NA,NA,3,"",NA,NA,NA,NA,NA,NA,8,"",NA,0,0,NA,NA,0,3,"",NA,NA,NA,NA,NA,0,"",NA,NA,"","","",435060559,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","insatisfait_100","vsCWJfdBXZcmNYj3qFjRMJ",NA
3,"E",15,"0",21,"M","SEA",NA,"L",NA,4,"",NA,NA,NA,NA,NA,NA,3,"B C E F",0,1,1,0,1,1,1,"F",0,0,0,0,0,1,3,"A B C D E",1,1,1,1,1,0,2,"B C D E",0,1,1,0,0,0,NA,4,"A B C D F",1,1,1,1,0,1,4,"A C B E F",1,1,1,0,1,1,8,"",NA,NA,NA,NA,0,0,2,"C D E F",0,0,1,1,1,1,3,"D E",0,0,0,1,1,0,NA,2,"F",0,0,0,0,0,1,3,"",NA,NA,NA,NA,NA,NA,2,"E",0,0,0,0,1,0,3,"",NA,NA,NA,NA,NA,NA,NA,3,"B C D E F",0,1,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,1,"E",0,0,0,0,1,0,1,"",NA,NA,NA,NA,NA,0,"Réabilité les salles de classes ",NA,NA,"","","",435090475,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-29 20:36:17","",NA,"submitted_via_web","stephy_76","vsCWJfdBXZcmNYj3qFjRMJ",NA
3,"E",15,"0",25,"M","SEA",NA,"L",NA,5,"A",1,0,0,0,0,0,5,"B F E D",0,1,1,1,1,1,2,"B",0,1,0,0,0,0,4,"B",0,1,0,0,0,0,4,"B",0,1,0,0,0,0,NA,4,"A B",1,1,0,0,0,0,5,"A C E",1,0,1,0,1,0,8,"",NA,NA,NA,NA,0,0,4,"A C",0,0,1,0,0,0,5,"A B",1,1,0,0,0,0,NA,4,"A D",1,0,0,1,0,0,3,"",NA,NA,NA,NA,NA,NA,4,"A B C",0,1,1,0,1,0,4,"B",0,1,0,0,0,0,NA,4,"A B",1,1,0,0,0,0,1,"",NA,NA,NA,NA,NA,NA,2,"E",0,0,0,0,1,0,2,"E",0,0,0,0,1,0,"",NA,NA,"","","",435090477,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-29 20:36:17","",NA,"submitted_via_web","stephy_76","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",NA,"0",22,"M","SVT",NA,"D",NA,4,"A B",1,1,0,0,0,0,5,"A B D E F",1,1,1,1,1,1,4,"A B C D F",1,1,1,1,0,1,2,"B D E",0,1,0,1,1,0,3,"C F",0,1,1,0,0,1,NA,4,"A B C D F",1,1,1,1,0,1,4,"A C E",1,0,1,0,1,0,8,"",NA,NA,NA,NA,0,0,4,"B C",0,1,1,0,0,0,1,"B C D E F",0,1,1,1,1,1,NA,4,"A D E F",1,0,0,1,1,1,3,"",NA,NA,NA,NA,NA,NA,4,"A C E F",0,0,1,0,1,1,4,"D",0,0,0,1,0,0,NA,5,"A B E F",1,1,0,0,1,1,1,"B D",0,1,0,1,0,0,2,"",NA,0,0,NA,NA,0,2,"D E",0,0,0,1,1,0,"Le matériel d' enseignement et de  recherche sont insuffisants , infrastructure vetus , les lampes , les ampoules sont obsolètes, l' approvisionnement en eaux et électricité  est très insuffisants , processus d' inscription administrative et  pédagogique très complexes, manque de dispositif de salubrité,  manque de Corbeil pour le nettoyage , manque d incinérateur pour produit de laboratoire périmée. ",NA,NA,"","","",435090480,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","stephy_76","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",15,"8",22,"F","SVT",NA,"M",NA,4,"A B D",1,1,0,1,0,0,4,"A B D E F",1,1,1,1,1,1,2,"D F",0,0,0,1,0,1,2,"C D E F",0,0,1,1,1,1,2,"B F",0,1,0,0,0,1,NA,5,"A B C E F",1,1,1,0,0,1,4,"A B C D F",1,1,1,0,0,1,3,"",NA,NA,NA,NA,0,0,2,"E F",0,0,0,0,1,1,3,"",NA,NA,NA,NA,NA,NA,NA,8,"",NA,NA,0,NA,NA,NA,3,"",NA,NA,NA,NA,NA,NA,3,"",0,NA,NA,NA,1,NA,4,"A",1,0,0,0,0,0,NA,4,"A B C E F",1,1,1,0,1,1,4,"B C F",0,1,1,0,0,1,2,"D E",0,0,0,1,1,0,2,"B F",0,1,0,0,0,0,"",NA,NA,"","","",435090484,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","stephy_76","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",15,"0",24,"M","SVT",NA,"M",NA,4,"A B C F",1,1,1,0,0,1,4,"A B C D E F",1,1,1,1,1,1,2,"E F",0,0,0,0,1,1,4,"A B C E F",1,1,1,0,1,1,4,"D F",0,1,0,0,0,1,NA,4,"A B C D F",1,1,1,1,0,1,4,"A B C E F",1,1,1,0,1,1,8,"",NA,NA,NA,NA,0,0,4,"A B C",0,1,1,0,0,0,4,"A B C D E F",1,1,1,1,1,1,NA,3,"",NA,NA,0,NA,NA,NA,4,"A C D E F",1,0,1,1,1,1,4,"A B C D E",0,1,1,1,1,0,5,"A B C D E F",1,1,1,1,1,1,NA,2,"D E F",0,0,0,1,1,1,2,"C F",0,0,1,0,0,1,4,"A B F",1,0,0,0,0,0,2,"B C D E",0,1,1,1,1,0,"Une amélioration des infrastructures universitaire est nécessaire ",NA,NA,"","","",435090531,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","stephy_76","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",10,"0",23,"M","SVT",NA,"L",NA,4,"A B D E F",1,1,0,1,1,1,4,"A B C D E F",1,1,1,1,1,1,4,"A B C D",1,1,1,1,0,0,4,"A B C F",1,1,1,0,0,1,4,"B D E F",0,1,0,0,0,1,NA,4,"A B C E F",1,1,1,0,0,1,4,"A B C D F",1,1,1,0,0,1,4,"C D E F",0,0,1,1,0,0,4,"A B C F",0,1,1,0,0,1,5,"A B C E F",1,1,1,0,1,1,NA,4,"A B C D E",1,1,0,1,1,0,4,"A D E",1,0,0,1,1,0,4,"A C E F",0,0,1,0,1,1,5,"A B C D E F",1,1,1,1,1,1,NA,4,"A B C F",1,1,1,0,0,1,4,"A B C F",1,1,1,0,0,1,4,"A D E F",1,0,0,1,1,0,4,"B C",0,1,1,0,0,0,"Généralement ça va .on devait faire un Tp à banfora mais vue la non disponibilité des moyens de l'administration nous n'avons pas pu.",NA,NA,"","","",435091571,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-27 18:36:09","",NA,"submitted_via_web","fahoroma","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",10,"0",27,"F","SVT",NA,"M",NA,3,"A B C D",1,1,1,1,0,0,4,"A B C D E F",1,1,1,1,1,1,2,"B C F",0,1,1,0,0,1,4,"A B E",1,1,0,0,1,0,3,"A B D F",0,1,0,0,0,1,NA,3,"A D",1,0,0,1,0,0,4,"B",1,1,0,0,0,0,3,"D F",0,0,0,1,0,0,2,"A B C",0,1,1,0,0,0,3,"A E F",1,0,0,0,1,1,NA,3,"B",0,1,0,0,0,0,3,"B C F",0,1,1,0,0,1,3,"C E F",0,0,1,0,1,1,4,"A B C D F",1,1,1,1,0,1,NA,2,"B D E",0,1,0,1,1,0,2,"A C F",1,0,1,0,0,1,2,"D E",0,0,0,1,1,0,3,"A B C",1,1,1,0,0,0,"",NA,NA,"","","",435091573,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-29 20:39:58","",NA,"submitted_via_web","fahoroma","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",10,"0",25,"M","SVT",NA,"M",NA,4,"A B C D",1,1,1,1,0,0,5,"A B C D E F",1,1,1,1,1,1,2,"B C D E F",0,1,1,1,1,1,4,"B C E F",0,1,1,0,1,1,2,"A B D F",0,1,0,0,0,1,NA,4,"A B C D E F",1,1,1,1,0,1,4,"A B C D F",1,1,1,0,0,1,2,"A B C D",1,1,1,1,0,0,4,"A B C",0,1,1,0,0,0,3,"B C F",0,1,1,0,0,1,NA,3,"A B D",1,1,0,1,0,0,4,"A B C F",1,1,1,0,0,1,4,"A B C D E F",0,1,1,1,1,1,4,"A B C D E F",1,1,1,1,1,1,NA,2,"E",0,0,0,0,1,0,4,"A B C E F",1,1,1,0,1,1,4,"",NA,0,0,NA,NA,0,4,"A B C E F",1,1,1,0,1,0,"Le questionnaire est long",NA,NA,"","","",435091575,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-29 20:39:58","",NA,"submitted_via_web","fahoroma","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",10,"0",27,"M","SEA",NA,"M",NA,3,"C",0,0,1,0,0,0,4,"A B C D E F",1,1,1,1,1,1,2,"D E F",0,0,0,1,1,1,3,"A B D E",1,1,0,1,1,0,3,"B D F",0,1,0,0,0,1,NA,4,"A B C D E F",1,1,1,1,0,1,4,"A B C D E",1,1,1,0,1,0,3,"A B C",1,1,1,0,0,0,3,"D E F",0,0,0,1,1,1,4,"A B C D E F",1,1,1,1,1,1,NA,3,"",NA,NA,0,NA,NA,NA,4,"B C F",0,1,1,0,0,1,4,"E F",0,0,0,0,1,1,4,"A B C D E F",1,1,1,1,1,1,NA,3,"E F",0,0,0,0,1,1,2,"D E",0,0,0,1,1,0,4,"A C D E F",1,0,0,1,1,0,3,"B E F",0,1,0,0,1,0,"",NA,NA,"","","",435091576,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-29 20:39:59","",NA,"submitted_via_web","fahoroma","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",10,"0",28,"F","SVT",NA,"L",NA,4,"B C E",0,1,1,0,1,0,4,"A B C D F",1,1,1,1,0,1,2,"B D",0,1,0,1,0,0,4,"E",0,0,0,0,1,0,2,"A B C",0,1,1,0,0,0,NA,3,"A B C D F",1,1,1,1,0,1,4,"A C D",1,0,1,0,0,0,8,"",NA,NA,NA,NA,0,0,2,"A B F",0,1,0,0,0,1,8,"",NA,NA,NA,NA,NA,NA,NA,2,"B C D F",0,1,0,1,0,1,8,"",NA,NA,NA,NA,NA,NA,2,"A E",0,0,0,0,1,0,3,"B C E",0,1,1,0,1,0,NA,4,"A B C E",1,1,1,0,1,0,2,"C D F",0,0,1,1,0,1,4,"A B D F",1,0,0,1,0,0,2,"C D E",0,0,1,1,1,0,"",NA,NA,"","","",435091577,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-29 20:39:59","",NA,"submitted_via_web","fahoroma","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",10,"0",27,"M","IDR",NA,"M",NA,4,"B D F",0,1,0,1,0,1,4,"B C D E F",0,1,1,1,1,1,3,"C",0,0,1,0,0,0,4,"A B C D E F",1,1,1,1,1,1,2,"A B D",0,1,0,0,0,0,NA,4,"D E F",1,0,0,1,0,1,4,"A B C",1,1,1,0,0,0,3,"A C D",1,0,1,1,0,0,2,"B C D E F",0,1,1,1,1,1,4,"B C D E F",0,1,1,1,1,1,NA,2,"B D F",0,1,0,1,0,1,8,"",NA,NA,NA,NA,NA,NA,2,"B E F",0,1,0,0,1,1,4,"A C D F",1,0,1,1,0,1,NA,4,"B C D E F",0,1,1,1,1,1,4,"A D E F",1,0,0,1,1,1,8,"",NA,0,0,NA,NA,0,2,"B D E",0,1,0,1,1,0,"",NA,NA,"","","",435091582,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-29 20:40:00","",NA,"submitted_via_web","fahoroma","vsCWJfdBXZcmNYj3qFjRMJ",NA
4,"E",10,"0",24,"F","SVT",NA,"M",NA,4,"A B C D F",1,1,1,1,0,1,2,"C B D E F",0,1,1,1,1,1,4,"A B C",1,1,1,0,0,0,3,"C D E F",0,0,1,1,1,1,2,"B D F",0,1,0,0,0,1,NA,4,"A B C D F",1,1,1,1,0,1,4,"A B C F",1,1,1,0,0,1,8,"",NA,NA,NA,NA,0,0,4,"A B C",0,1,1,0,0,0,2,"B C D E F",0,1,1,1,1,1,NA,4,"A B D E",1,1,0,1,1,0,4,"B C E F",0,1,1,0,1,1,3,"A B C D E",0,1,1,1,1,0,4,"A B C D E F",1,1,1,1,1,1,NA,1,"B E F",0,1,0,0,1,1,4,"C D",0,0,1,1,0,0,2,"E",0,0,0,0,1,0,4,"A F",1,0,0,0,0,0,"Surtout concernant la connections on a beaucoup de panne",NA,NA,"","","",435091586,"476f2063-0f12-40d4-9b5d-0c1097de034e","2025-01-29 20:40:00","",NA,"submitted_via_web","fahoroma","vsCWJfdBXZcmNYj3qFjRMJ",NA
